Id	CAS	SMILES	Status	Experimental value	Predicted value
4887	82389-38-6	O=C(Nc1ccc(cc1)C(=O)C3OC3(c2ccccc2))C	Training	Mutagen	Mutagen
4888	82-39-3	O=C1c3ccccc3(C(=O)c2c(OC)cccc12)	Training	Mutagen	Mutagen
4889	82414-02-6	O=Nc1cc(ccc1C)[N+](=O)[O-]	Training	Mutagen	NON-Mutagen
4890	82-45-1	O=C1c3ccccc3(C(=O)c2c(N)cccc12)	Training	Mutagen	Mutagen
4891	824-69-1	Oc1cc(c(O)cc1Cl)Cl	Training	NON-Mutagen	NON-Mutagen
4892	82486-82-6	O=[N+]([O-])OCCN([N+](=O)[O-])CCCC	Training	Mutagen	Mutagen
4893	824-94-2	O(c1ccc(cc1)CCl)C	Training	NON-Mutagen	Mutagen
4894	82-50-8	O=C1c3cccc(c3(C(=O)c2cccc(c12)[N+](=O)[O-]))S(=O)(=O)O	Training	Mutagen	Mutagen
4895	82617-23-0	O=C(OC1OC1)N	Training	Mutagen	Mutagen
4896	82-62-2	O=[N+]([O-])c1c(O)c(cc(c1Cl)Cl)Cl	Training	NON-Mutagen	Mutagen
4897	82-68-8	O=[N+]([O-])c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagen	Mutagen
4898	82-71-3	O=[N+]([O-])c1cc(c(O)c(c1(O))[N+](=O)[O-])[N+](=O)[O-]	Training	NON-Mutagen	Mutagen
4899	82789-18-2	O=C(O)C4NC(c1ccccc1)c3[nH]c2ccccc2c3C4	Training	NON-Mutagen	NON-Mutagen
4900	82856-97-1	O=[N+]([O-])c1cc(N)c(cc1(N))C(C)C	Training	Mutagen	NON-Mutagen
4901	82-86-0	O=C1C(=O)c3cccc2cccc1c23	Training	Mutagen	NON-Mutagen
4902	830-07-9	O=[N+]([O-])C=Cc1oc(cc1)[N+](=O)[O-]	Training	Mutagen	Mutagen
4903	83053-57-0	O=C3c2cc(OCC)c1c4ccccc4(ccc1c2CC3)	Training	NON-Mutagen	NON-Mutagen
4904	83053-58-1	O=C3c2cc(OCCC)c1c4ccccc4(ccc1c2CC3)	Training	NON-Mutagen	NON-Mutagen
4905	83053-60-5	O=C3c2cc(OCCCC)c1c4ccccc4(ccc1c2CC3)	Training	NON-Mutagen	NON-Mutagen
4906	830-96-6	O=C(O)CCc2c[nH]c1ccccc12	Training	NON-Mutagen	NON-Mutagen
4907	83-26-1	O=C2c1ccccc1C(=O)C2C(=O)C(C)(C)C	Training	NON-Mutagen	NON-Mutagen
4908	832-69-9	c1ccc3c(c1)ccc2c3(cccc2C)	Training	Mutagen	Mutagen
4909	83287-02-9	O=C1c4cc(OC)ccc4(c2nccc3cc(OC)c(OC)c1c23)	Training	Mutagen	Mutagen
4910	83-32-9	c2cc1cccc3c1c(c2)CC3	Training	NON-Mutagen	NON-Mutagen
4911	833-50-1	n1c(oc2ccccc12)c3ccccc3	Training	NON-Mutagen	NON-Mutagen
4912	83-38-5	O=Cc1c(cccc1Cl)Cl	Training	NON-Mutagen	NON-Mutagen
4913	83407-42-5	n1cccc2c1cc(c(NC)c2(N))C	Training	NON-Mutagen	Mutagen
4914	83-41-0	O=[N+]([O-])c1cccc(c1C)C	Training	Mutagen	Mutagen
4915	83435-67-0	O=C(O)CN(C(=O)C(NC(C(=O)OCC)CCc1ccccc1)C)C3Cc2ccccc2C3	Training	NON-Mutagen	NON-Mutagen
4916	83-46-5	OC4CC3=CCC1C(CCC2(C)(C(CCC12)C(C)CCC(CC)C(C)C))C3(C)CC4	Training	NON-Mutagen	NON-Mutagen
4917	83473-93-2	O=C(O)C2N(C(=O)CCSC)C(c1ccccc1(O))SC2	Training	NON-Mutagen	NON-Mutagen
4918	83504-80-7	O=Nc1ccc(cc1)Sc2ccccc2	Training	Mutagen	Mutagen
4919	835-64-3	Oc1ccccc1c2nc3ccccc3(o2)	Training	NON-Mutagen	NON-Mutagen
4920	835-71-2	n1c(oc2ccccc12)c3ccc(cc3)C	Training	NON-Mutagen	NON-Mutagen
4921	83621-06-1	n1ccn(c1)C(=C(OCCOc2ccc(cc2)Cl)c3ccc(cc3Cl)Cl)C	Training	NON-Mutagen	NON-Mutagen
4922	836-30-6	O=[N+]([O-])c1ccc(cc1)Nc2ccccc2	Training	NON-Mutagen	Mutagen
4923	836-37-3	N#CC(=Cc1oc(cc1)[N+](=O)[O-])C(=O)OC	Training	Mutagen	Mutagen
4924	83-67-0	O=C1NC(=O)N(c2ncn(c12)C)C	Training	NON-Mutagen	NON-Mutagen
4925	83-75-0	O=C(OCC)OC(c2ccnc1ccc(OC)cc12)C3N4CCC(C3)C(C=C)C4	Training	NON-Mutagen	NON-Mutagen
4926	83-79-4	O=C3c5ccc1OC(C(=C)C)Cc1c5(OC4COc2cc(OC)c(OC)cc2C34)	Training	NON-Mutagen	NON-Mutagen
4927	838-88-0	Nc1ccc(cc1C)Cc2ccc(N)c(c2)C	Training	Mutagen	Mutagen
4928	838-95-9	c1ccc(cc1)C=Cc2ccc(cc2)N(C)C	Training	Mutagen	Mutagen
4929	83905-01-5	O=C3OC(CC)C(O)(C)C(O)C(N(C)CC(C)CC(O)(C)C(OC1OC(C)CC(N(C)C)C1(O))C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C3C)C	Training	NON-Mutagen	NON-Mutagen
4930	839-90-7	O=C1N(C(=O)N(C(=O)N1CCO)CCO)CCO	Training	NON-Mutagen	NON-Mutagen
4931	84-11-7	O=C2C(=O)c1ccccc1c3ccccc23	Training	NON-Mutagen	NON-Mutagen
4932	841-18-9	O=C(Nc2ccc(C=Cc1ccccc1)cc2)C	Training	Mutagen	Mutagen
4933	84-15-1	c1ccc(cc1)c3ccccc3(c2ccccc2)	Training	NON-Mutagen	NON-Mutagen
4934	84-17-3	Oc1ccc(cc1)C(=CC)C(=CC)c2ccc(O)cc2	Training	NON-Mutagen	NON-Mutagen
4935	84174-20-9	O=NN(C)Cc1ccc(OC)cc1	Training	NON-Mutagen	Mutagen
4936	84174-21-0	O=NN(C)Cc1ccc(F)cc1	Training	Mutagen	Mutagen
4937	84174-22-1	O=NN(C)Cc1ccc(cc1)Cl	Training	Mutagen	Mutagen
4938	84174-24-3	O=NN(C)Cc1ccc(cc1)[N+](=O)[O-]	Training	Mutagen	Mutagen
4939	842-07-9	Oc2ccc3ccccc3(c2(N=Nc1ccccc1))	Training	Mutagen	NON-Mutagen
4940	84-24-2	O=C(O)c2c(O)cc1OC(=O)c3c(Oc1c2CCCCC)cc(O)cc3CC(=O)CCCCC	Training	NON-Mutagen	NON-Mutagen
4941	84305-41-9	O=C(O)C3=C(CSc1nnnn1C)CSC2N3(C(=O)C2(OC)(NC(=O)CSCC(N)C(=O)O))	Training	NON-Mutagen	NON-Mutagen
4942	843-23-2	O=C(N(O)c2ccc(C=Cc1ccccc1)cc2)C	Training	Mutagen	Mutagen
4943	843-55-0	Oc1ccc(cc1)C3(c2ccc(O)cc2)(CCCCC3)	Training	NON-Mutagen	NON-Mutagen
4944	844-26-8	O=S(c1cc(cc(c1(O))Cl)Cl)c2cc(cc(c2(O))Cl)Cl	Training	Mutagen	NON-Mutagen
4945	84434-42-4	N(=Nc1ccc(N)c(c1(N))C)c2ccccc2	Training	Mutagen	Mutagen
4946	84434-45-7	N(=Nc1ccccc1C)c2ccc(N)c(c2(N))C	Training	Mutagen	Mutagen
4947	84498-34-0	Oc3cc1ccccc1c4ccc2ccccc2c34	Training	NON-Mutagen	Mutagen
4948	84506-41-2	[N-]=[N+]=NCC(C(=O)OC)C	Training	Mutagen	Mutagen
4949	84-54-8	O=C1c3ccccc3(C(=O)c2cc(ccc12)C)	Training	NON-Mutagen	Mutagen
4950	84-56-0	n2cccc3ccc1cc4ccccc4(cc1c23)	Training	Mutagen	Mutagen
4951	84-60-6	O=C1c3ccc(O)cc3(C(=O)c2ccc(O)cc12)	Training	NON-Mutagen	Mutagen
4952	84-61-7	O=C(OC1CCCCC1)c3ccccc3(C(=O)OC2CCCCC2)	Training	NON-Mutagen	NON-Mutagen
4953	84-64-0	O=C(OCCCC)c2ccccc2(C(=O)OC1CCCCC1)	Training	NON-Mutagen	NON-Mutagen
4954	84-65-1	O=C1c3ccccc3(C(=O)c2ccccc12)	Training	Mutagen	Mutagen
4955	84-66-2	O=C(OCC)c1ccccc1(C(=O)OCC)	Training	NON-Mutagen	NON-Mutagen
4956	84-68-4	Nc2ccc(c1ccc(N)cc1Cl)c(c2)Cl	Training	Mutagen	Mutagen
4957	84-69-5	O=C(OCC(C)C)c1ccccc1(C(=O)OCC(C)C)	Training	NON-Mutagen	NON-Mutagen
4958	84736-60-7	O=CN(O)c1ccc(cc1)[N+](=O)[O-]	Training	Mutagen	Mutagen
4959	84-74-2	O=C(OCCCC)c1ccccc1(C(=O)OCCCC)	Training	NON-Mutagen	NON-Mutagen
4960	84-75-3	O=C(OCCCCCC)c1ccccc1(C(=O)OCCCCCC)	Training	NON-Mutagen	NON-Mutagen
4961	84761-86-4	o2c1ccccc1c3c2cccc3Cl	Training	NON-Mutagen	Mutagen
4962	84-79-7	O=C1C(O)=C(C(=O)c2ccccc12)CC=C(C)C	Training	NON-Mutagen	Mutagen
4963	84807-61-4	O=CC3=CCC1C(C)(CCC2C(C)(C)CCCC12(C))C3(C=O)	Training	NON-Mutagen	NON-Mutagen
4964	84-88-8	O=S(=O)(O)c2ccc(O)c1ncccc12	Training	Mutagen	NON-Mutagen
4965	84987-77-9	O(CC(=CCl)Cl)CCCl	Training	Mutagen	Mutagen
4966	85-02-9	n1cccc3c1ccc2ccccc23	Training	Mutagen	Mutagen
4967	85048-96-0	OCC7OC(O)C(O)C(Op3(np(OC1C(O)C(O)OC(CO)C1(O))(OC2C(O)C(O)OC(CO)C2(O))np(n3)(OC4C(O)C(O)OC(CO)C4(O))OC5C(O)C(O)OC(CO)C5(O))OC6C(O)C(O)OC(CO)C6(O))C7(O)	Training	NON-Mutagen	NON-Mutagen
4968	85068-73-1	O=[N+]([O-])OCCN([N+](=O)[O-])CC	Training	Mutagen	Mutagen
4969	852-20-0	O=[N+]([O-])c1cc(cc(c1(O))Sc2cc(cc(c2(O))[N+](=O)[O-])Cl)Cl	Training	NON-Mutagen	NON-Mutagen
4970	85-22-3	c1(c(c(c(c(c1Br)Br)Br)Br)Br)CC	Training	NON-Mutagen	NON-Mutagen
4971	85-33-6	O=CC2=CC=C1C2(=CC(=CC=C1C)C(=C)C)	Training	Mutagen	Mutagen
4972	85-41-6	O=C1NC(=O)c2ccccc12	Training	NON-Mutagen	NON-Mutagen
4973	85431-61-4	O=C2C=C1CCC(O)C(C)C1(C)C3OC23C4(OC4)(CO)	Training	Mutagen	NON-Mutagen
4974	85-44-9	O=C1OC(=O)c2ccccc12	Training	NON-Mutagen	NON-Mutagen
4975	85-48-3	O=S(=O)(O)c2cccc1cccnc12	Training	NON-Mutagen	NON-Mutagen
4976	85-60-9	Oc1cc(c(cc1C(C)(C)C)C(c2cc(c(O)cc2C)C(C)(C)C)CCC)C	Training	NON-Mutagen	NON-Mutagen
4977	85-68-7	O=C(OCc1ccccc1)c2ccccc2(C(=O)OCCCC)	Training	NON-Mutagen	NON-Mutagen
4978	85-81-4	O=[N+]([O-])c2cc(OC)cc1cccnc12	Training	Mutagen	Mutagen
4979	85815-37-8	O=C(c1ccccc1Cl)c2cc(ccc2n3nc(nc3CNC(=O)CN)C(=O)N(C)C)Cl	Training	NON-Mutagen	NON-Mutagen
4980	85-83-6	Oc3ccc4ccccc4(c3(N=Nc2ccc(N=Nc1ccccc1C)cc2C))	Training	Mutagen	Mutagen
4981	85-84-7	N(=Nc1c(N)ccc2ccccc12)c3ccccc3	Training	NON-Mutagen	Mutagen
4982	85-86-9	Oc3ccc4ccccc4(c3(N=Nc2ccc(N=Nc1ccccc1)cc2))	Training	Mutagen	Mutagen
4983	85-91-6	O=C(OC)c1ccccc1(NC)	Training	NON-Mutagen	NON-Mutagen
4984	85977-49-7	O=NN(C(=O)NCCS(=O)(=O)N(C)C)CCCl	Training	Mutagen	Mutagen
4985	85-98-3	O=C(N(c1ccccc1)CC)N(c2ccccc2)CC	Training	NON-Mutagen	NON-Mutagen
4986	859-97-2	O=C(O)CCC(C)C3CCC2C4C(=O)CC1CC(=O)CCC1(C)C4(CCC23(C))	Training	NON-Mutagen	NON-Mutagen
4987	86-00-0	O=[N+]([O-])c2ccccc2(c1ccccc1)	Training	NON-Mutagen	Mutagen
4988	86247-86-1	OC(COc2cccc1c2(OCC(O)C1))CNC(C)C	Training	NON-Mutagen	NON-Mutagen
4989	86-26-0	O(c1ccccc1c2ccccc2)C	Training	NON-Mutagen	NON-Mutagen
4990	86412-49-9	O=C(N(O)c1ccc(c(c1)Cl)Cl)C	Training	NON-Mutagen	NON-Mutagen
4991	86-42-0	Oc1ccc(cc1CN(CC)CC)Nc3ccnc2cc(ccc23)Cl	Training	NON-Mutagen	Mutagen
4992	86439-49-8	O=[N+]([O-])c1cc3c(cc1(N))[nH]c2ccccc23	Training	Mutagen	Mutagen
4993	86-50-0	O=C1c2ccccc2(N=NN1CSP(OC)(OC)=S)	Training	Mutagen	NON-Mutagen
4994	86-57-7	O=[N+]([O-])c2cccc1ccccc12	Training	Mutagen	Mutagen
4995	86-59-9	O=C(O)c2cccc1cccnc12	Training	NON-Mutagen	NON-Mutagen
4996	86607-81-0	O=[N+]([O-])c3cccc2c3(oc1ccccc12)	Training	Mutagen	Mutagen
4997	86674-49-9	O=[N+]([O-])c1cc(O)c2ccc3cccc4ccc1c2c34	Training	Mutagen	Mutagen
4998	86674-50-2	O=[N+]([O-])c4ccc3c2c4(ccc1cccc(c12)C(O)C3(O))	Training	Mutagen	Mutagen
4999	86674-51-3	O=Nc1ccc2ccc3cccc4ccc1c2c34	Training	Mutagen	Mutagen
5000	86711-50-4	O=C(c1ccccc1)C4OC4(c3ccc(Oc2ccccc2)cc3)	Training	NON-Mutagen	NON-Mutagen
5001	86-73-7	c1ccc3c(c1)c2ccccc2C3	Training	NON-Mutagen	Mutagen
5002	86803-19-2	c2cc3ccc4cc1cccc(c1c5ccc(c2)c3c45)CCl	Training	Mutagen	NON-Mutagen
5003	86827-66-9	O=C4C=Cc2c(ccc1c3ccccc3(cc(c12)C))C4(=O)	Training	Mutagen	Mutagen
5004	86853-91-0	O=C1c4cccc3ccc2c5ccccc5(cc1c2c34)	Training	Mutagen	Mutagen
5005	86853-93-2	O=C5c1ccccc1c4c5(ccc3ccc2ccccc2c34)	Training	NON-Mutagen	NON-Mutagen
5006	86853-97-6	O=C3c2ccc1ccccc1c2c4c5ccccc5(ccc34)	Training	Mutagen	NON-Mutagen
5007	86854-01-5	O=C2c4c5ccccc5(ccc4(c3ccc1ccccc1c23))	Training	NON-Mutagen	NON-Mutagen
5008	86854-03-7	O=C4c1ccccc1c5ccc3ccc2ccccc2c3c45	Training	NON-Mutagen	NON-Mutagen
5009	86-86-2	O=C(N)Cc2cccc1ccccc12	Training	Mutagen	NON-Mutagen
5010	86-87-3	O=C(O)Cc2cccc1ccccc12	Training	NON-Mutagen	NON-Mutagen
5011	868-77-9	O=C(OCCO)C(=C)C	Training	NON-Mutagen	NON-Mutagen
5012	86-88-4	NC(Nc2cccc1ccccc12)=S	Training	Mutagen	NON-Mutagen
5013	868-85-9	O=P(OC)OC	Training	Mutagen	NON-Mutagen
5014	869-01-2	O=NN(C(=O)N)CCCC	Training	Mutagen	Mutagen
5015	87009-12-9	[N-]=[N+]=NCC(O)CN1C=CC(=O)NC1(=O)	Training	Mutagen	Mutagen
5016	87-10-5	O=C(Nc1ccc(cc1)Br)c2cc(cc(c2(O))Br)Br	Training	NON-Mutagen	Mutagen
5017	87185-24-8	O=[N+]([O-])c2cccc1cc(c(cc12)[N+](=O)[O-])[N+](=O)[O-]	Training	Mutagen	Mutagen
5018	872-05-9	C=CCCCCCCCC	Training	NON-Mutagen	NON-Mutagen
5019	872-50-4	O=C1N(C)CCC1	Training	NON-Mutagen	NON-Mutagen
5020	87-25-2	O=C(OCC)c1ccccc1(N)	Training	NON-Mutagen	NON-Mutagen
5021	87259-00-5	O=[N+]([O-])c3c4ccc1ccccc1c4(cc2C=CC(O)C(O)c23)	Training	Mutagen	Mutagen
5022	87261-28-7	O=[N+]([O-])c2c4ccccc4(cc1c3C=CC(O)C(O)c3(ccc12))	Training	Mutagen	Mutagen
5023	87-29-6	O=C(OCC=Cc1ccccc1)c2ccccc2(N)	Training	NON-Mutagen	NON-Mutagen
5024	873-69-8	ON=Cc1ncccc1	Training	NON-Mutagen	NON-Mutagen
5025	873-75-6	OCc1ccc(cc1)Br	Training	NON-Mutagen	NON-Mutagen
5026	873-76-7	OCc1ccc(cc1)Cl	Training	NON-Mutagen	NON-Mutagen
5027	87425-68-1	OC3C=Cc2c4cc1ccccc1c(c4(ccc2C3(O)))Br	Training	Mutagen	NON-Mutagen
5028	87425-69-2	OC3C=Cc2cc1c4ccccc4(ccc1c(c2C3(O))Br)	Training	NON-Mutagen	Mutagen
5029	87436-71-3	OC4C=Cc2c(cc1c3ccccc3(ccc1c2Br))C4(O)	Training	NON-Mutagen	Mutagen
5030	874-42-0	O=Cc1ccc(cc1Cl)Cl	Training	NON-Mutagen	NON-Mutagen
5031	87-44-5	C=C1CCC=C(C)CCC2C1CC2(C)(C)	Training	NON-Mutagen	NON-Mutagen
5032	874-60-2	O=C(c1ccc(cc1)C)Cl	Training	Mutagen	Mutagen
5033	87480-50-0	OC3c4ccccc4(c2cc1ccccc1c(c2C3(O))Br)	Training	NON-Mutagen	NON-Mutagen
5034	874-86-2	N#Cc1ccc(cc1)CCl	Training	NON-Mutagen	NON-Mutagen
5035	874-89-5	N#Cc1ccc(cc1)CO	Training	NON-Mutagen	NON-Mutagen
5036	87-51-4	O=C(O)Cc2c[nH]c1ccccc12	Training	NON-Mutagen	NON-Mutagen
5037	87-56-9	O=CC(=C(C(=O)O)Cl)Cl	Training	Mutagen	Mutagen
5038	87-59-2	Nc1cccc(c1C)C	Training	Mutagen	Mutagen
5039	87-61-6	c1cc(c(c(c1)Cl)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
5040	87619-82-7	O=C(O)C(N)CSC(=C(C(=C(Cl)Cl)Cl)Cl)Cl	Training	Mutagen	Mutagen
5041	87625-62-5	O=C3C(C)CC4(OC1OC(CO)C(O)C(O)C1(O))(C=C(C)C2(CC2)C(O)(C)C34)	Training	Mutagen	Mutagen
5042	87-62-7	Nc1c(cccc1C)C	Training	Mutagen	Mutagen
5043	87633-43-0	O(C)CC4C=C3c1cccc2c1c(cn2C)CC3N(C)C4	Training	Mutagen	Mutagen
5044	87638-04-8	O=C(OCC2N(C(=O)C2(NC(=O)C(=NOCC(=O)O)c1nc(N)sc1))S(=O)(=O)O)N	Training	NON-Mutagen	NON-Mutagen
5045	87-65-0	Oc1c(cccc1Cl)Cl	Training	NON-Mutagen	NON-Mutagen
5046	87-66-1	Oc1cccc(O)c1(O)	Training	Mutagen	NON-Mutagen
5047	87679-37-6	O=C(O)C2N(C(=O)C(NC(C(=O)OCC)CCc1ccccc1)C)C3CCCCC3(C2)	Training	NON-Mutagen	NON-Mutagen
5048	87812-99-5	O=[N+]([O-])c3cccc2oc1ccccc1c23	Training	Mutagen	Mutagen
5049	87-82-1	c1(c(c(c(c(c1Br)Br)Br)Br)Br)Br	Training	NON-Mutagen	NON-Mutagen
5050	87-83-2	c1(c(c(c(c(c1Br)Br)Br)Br)Br)C	Training	NON-Mutagen	NON-Mutagen
5051	87-84-3	C1(C(C(C(C(C1Br)Br)Br)Br)Br)Cl	Training	NON-Mutagen	NON-Mutagen
5052	87-86-5	Oc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
5053	87-90-1	O=C1N(C(=O)N(C(=O)N1Cl)Cl)Cl	Training	NON-Mutagen	Mutagen
5054	87919-37-7	O=C(Nc1ccc(c(c1)Cl)Cl)N(C)CCO	Training	NON-Mutagen	NON-Mutagen
5055	879-39-0	O=[N+]([O-])c1cc(c(c(c1Cl)Cl)Cl)Cl	Training	NON-Mutagen	Mutagen
5056	87976-77-0	O=S(=O)(O)OCc2c4ccccc4(cc1c3ccccc3(ccc12))	Training	Mutagen	Mutagen
5057	88020-91-1	OCc2cc3cccc4c1ccccc1c(c2)c34	Training	NON-Mutagen	NON-Mutagen
5058	88-05-1	Nc1c(cc(cc1C)C)C	Training	Mutagen	Mutagen
5059	880-93-3	O=[N+]([O-])c2ccc(c1ccccc12)C	Training	Mutagen	Mutagen
5060	881-03-8	O=[N+]([O-])c1c2ccccc2(ccc1C)	Training	Mutagen	Mutagen
5061	88133-11-3	n2cnn3c(nc(c1ccccc1)c(c23)CCOCC)N	Training	NON-Mutagen	NON-Mutagen
5062	88-14-2	O=C(O)c1occc1	Training	NON-Mutagen	Mutagen
5063	88-16-4	FC(F)(F)c1ccccc1Cl	Training	NON-Mutagen	NON-Mutagen
5064	88169-60-2	O=C(OC)C(N)CSCCCl	Training	Mutagen	Mutagen
5065	88-17-5	FC(F)(F)c1ccccc1(N)	Training	NON-Mutagen	NON-Mutagen
5066	88193-04-8	c1ccc5c(c1)c(cc4[nH]c3cc(c2ccccc2c3c45)C)C	Training	Mutagen	Mutagen
5067	88-19-7	O=S(=O)(N)c1ccccc1C	Training	NON-Mutagen	NON-Mutagen
5068	88-21-1	O=S(=O)(O)c1ccccc1(N)	Training	Mutagen	NON-Mutagen
5069	88-23-3	O=S(=O)(O)c1cc(cc(N)c1(O))Cl	Training	NON-Mutagen	NON-Mutagen
5070	88321-09-9	O=C(OCC)C1OC1(C(=O)NC(C(=O)NCCC(C)C)CC(C)C)	Training	NON-Mutagen	NON-Mutagen
5071	88381-44-6	O=NN1CSCC1(C(=O)O)	Training	NON-Mutagen	NON-Mutagen
5072	88-44-8	O=S(=O)(O)c1cc(ccc1(N))C	Training	NON-Mutagen	NON-Mutagen
5073	88488-97-5	Oc1ccc3c(c1)c2ccccc2c4cc5ccccc5(cc34)	Training	Mutagen	Mutagen
5074	88492-34-6	[N-]=[N+]=NCC(O)Cn2cnc1c(ncnc12)N	Training	Mutagen	Mutagen
5075	885-11-0	O=NC=2C(=O)N(c1ccccc1)N(C=2C)C	Training	Mutagen	NON-Mutagen
5076	88-51-7	O=S(=O)(O)c1cc(c(cc1(N))Cl)C	Training	Mutagen	NON-Mutagen
5077	88-53-9	O=S(=O)(O)c1cc(c(cc1(N))C)Cl	Training	NON-Mutagen	NON-Mutagen
5078	88552-47-0	O=C1C=C(C(=O)C1(Cl)Cl)Cl	Training	Mutagen	NON-Mutagen
5079	885-62-1	O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])S(=O)(=O)O	Training	NON-Mutagen	NON-Mutagen
5080	885-82-5	O=[N+]([O-])c1cc(ccc1(O))c2ccccc2	Training	NON-Mutagen	Mutagen
5081	88598-56-5	O=[N+]([O-])c4ccc1ccc2cc5c(c3ccc4(c1c23))CCCC5	Training	Mutagen	Mutagen
5082	88598-57-6	O=[N+]([O-])c3ccc1ccc4c2c(ccc3(c12))cc5c4CCCC5	Training	Mutagen	Mutagen
5083	88598-58-7	O=[N+]([O-])c4c1ccc2cccc3ccc(c1c23)c5c4CCCC5	Training	NON-Mutagen	Mutagen
5084	88598-59-8	O=[N+]([O-])c2ccc3ccc4cc1c(C=CC(O)C1(O))c5ccc2c3c45	Training	Mutagen	Mutagen
5085	88598-60-1	O=[N+]([O-])c2ccc3ccc4cc1C=CC(O)C(O)c1c5ccc2c3c45	Training	Mutagen	Mutagen
5086	88-72-2	O=[N+]([O-])c1ccccc1C	Training	NON-Mutagen	NON-Mutagen
5087	88-73-3	O=[N+]([O-])c1ccccc1Cl	Training	Mutagen	Mutagen
5088	88741-67-7	O=C1c4ccc(OC)cc4(c2nccc3cc(OC)c(O)c1c23)	Training	Mutagen	Mutagen
5089	88741-68-8	O=C1c4ccc(OC)cc4(c2nccc3cc(OC)c(OC)c1c23)	Training	Mutagen	Mutagen
5090	88-74-4	O=[N+]([O-])c1ccccc1(N)	Training	NON-Mutagen	Mutagen
5091	88746-58-1	c1ccc2c(c1)c4cccc3cc(cc2c34)CBr	Training	Mutagen	Mutagen
5092	88-75-5	O=[N+]([O-])c1ccccc1(O)	Training	NON-Mutagen	Mutagen
5093	88847-41-0	Oc4ccc5ccc1c(ccc3c1C2OC2C(O)C3(O))c5(c4)	Training	Mutagen	Mutagen
5094	88-85-7	O=[N+]([O-])c1cc(c(O)c(c1)C(C)CC)[N+](=O)[O-]	Training	NON-Mutagen	NON-Mutagen
5095	88-88-0	O=[N+]([O-])c1cc(c(c(c1)[N+](=O)[O-])Cl)[N+](=O)[O-]	Training	Mutagen	Mutagen
5096	88-89-1	O=[N+]([O-])c1cc(c(O)c(c1)[N+](=O)[O-])[N+](=O)[O-]	Training	Mutagen	Mutagen
5097	88-95-9	O=C(c1ccccc1(C(=O)Cl))Cl	Training	Mutagen	Mutagen
5098	88-96-0	O=C(N)c1ccccc1(C(=O)N)	Training	NON-Mutagen	NON-Mutagen
5099	88-99-3	O=C(O)c1ccccc1(C(=O)O)	Training	NON-Mutagen	NON-Mutagen
5100	89021-88-5	O=C(O)CNC(=O)C(NC(=O)CCC(N)C(=O)O)CSC(=C(C(=C(Cl)Cl)Cl)Cl)Cl	Training	Mutagen	Mutagen
5101	892-17-1	O=C3c2cc(c1c4ccccc4(ccc1c2CC3))C	Training	Mutagen	Mutagen
5102	892-21-7	O=[N+]([O-])c4ccc3c1ccccc1c2cccc4(c23)	Training	Mutagen	Mutagen
5103	89-25-8	O=C1N(N=C(C)C1)c2ccccc2	Training	NON-Mutagen	NON-Mutagen
5104	89300-15-2	OCC(O)COC=CC=CC=CC=CC=CCC	Training	Mutagen	Mutagen
5105	89-40-7	O=C1NC(=O)c2cc(ccc12)[N+](=O)[O-]	Training	Mutagen	Mutagen
5106	89415-69-0	O=C(OCCBr)C(=O)OCCBr	Training	Mutagen	Mutagen
5107	894-52-0	O=C3c2c(c(c1c4ccccc4(ccc1c2CC3))C)C	Training	Mutagen	Mutagen
5108	89459-25-6	O=C(NCCN(C)C)c2cccc1cc3ccccc3(nc12)	Training	Mutagen	Mutagen
5109	89459-43-8	O=C(NCCN(C)C)c3cccc2c3(nc1ccccc1c2(N))	Training	Mutagen	Mutagen
5110	89-57-6	O=C(O)c1cc(N)ccc1(O)	Training	NON-Mutagen	NON-Mutagen
5111	89-58-7	O=[N+]([O-])c1cc(ccc1C)C	Training	Mutagen	Mutagen
5112	89-59-8	O=[N+]([O-])c1cc(ccc1C)Cl	Training	NON-Mutagen	Mutagen
5113	89-61-2	O=[N+]([O-])c1cc(ccc1Cl)Cl	Training	Mutagen	Mutagen
5114	89-62-3	O=[N+]([O-])c1cc(ccc1(N))C	Training	Mutagen	Mutagen
5115	89-63-4	O=[N+]([O-])c1cc(ccc1(N))Cl	Training	Mutagen	Mutagen
5116	89641-97-4	O=[N+]([O-])c2cccc1cnsc12	Training	Mutagen	Mutagen
5117	89-69-0	O=[N+]([O-])c1cc(c(cc1Cl)Cl)Cl	Training	Mutagen	Mutagen
5118	89-73-6	O=C(NO)c1ccccc1(O)	Training	Mutagen	Mutagen
5119	89-75-8	O=C(c1ccc(cc1Cl)Cl)Cl	Training	Mutagen	Mutagen
5120	89784-39-4	O=C(O)C(NC(=O)C)CSC(=C(C(=C(Cl)Cl)Cl)Cl)Cl	Training	Mutagen	Mutagen
5121	89786-04-9	O=C(O)C3N1C(=O)CC1S(=O)(=O)C3(C)(Cn2nncc2)	Training	NON-Mutagen	NON-Mutagen
5122	89795-79-9	n2cc1cccc(N)c1s2	Training	Mutagen	Mutagen
